County,State,Overall Homeless 2024,Overall Chronically Homeless 2024,Unsheltered Homeless 2024,Sheltered Total Homeless 2024,Sheltered ES Homeless 2024,Sheltered TH Homeless 2024,Sheltered SH Homeless 2024,Overall Homeless 2023,Overall Chronically Homeless 2023,Unsheltered Homeless 2023,Sheltered Total Homeless 2023,Sheltered ES Homeless 2023,Sheltered TH Homeless 2023,Sheltered SH Homeless 2023,Overall Homeless 2022,Overall Chronically Homeless 2022,Unsheltered Homeless 2022,Sheltered Total Homeless 2022,Sheltered ES Homeless 2022,Sheltered TH Homeless 2022,Sheltered SH Homeless 2022,Overall Homeless 2021,Overall Chronically Homeless 2021,Unsheltered Homeless 2021,Sheltered Total Homeless 2021,Sheltered ES Homeless 2021,Sheltered TH Homeless 2021,Sheltered SH Homeless 2021,Overall Homeless 2020,Overall Chronically Homeless 2020,Unsheltered Homeless 2020,Sheltered Total Homeless 2020,Sheltered ES Homeless 2020,Sheltered TH Homeless 2020,Sheltered SH Homeless 2020,Overall Homeless 2019,Overall Chronically Homeless 2019,Unsheltered Homeless 2019,Sheltered Total Homeless 2019,Sheltered ES Homeless 2019,Sheltered TH Homeless 2019,Sheltered SH Homeless 2019,Overall Homeless 2018,Overall Chronically Homeless 2018,Unsheltered Homeless 2018,Sheltered Total Homeless 2018,Sheltered ES Homeless 2018,Sheltered TH Homeless 2018,Sheltered SH Homeless 2018,Overall Homeless 2017,Overall Chronically Homeless 2017,Unsheltered Homeless 2017,Sheltered Total Homeless 2017,Sheltered ES Homeless 2017,Sheltered TH Homeless 2017,Sheltered SH Homeless 2017,Overall Homeless 2016,Overall Chronically Homeless 2016,Unsheltered Homeless 2016,Sheltered Total Homeless 2016,Sheltered ES Homeless 2016,Sheltered TH Homeless 2016,Sheltered SH Homeless 2016,Overall Homeless 2015,Overall Chronically Homeless 2015,Unsheltered Homeless 2015,Sheltered Total Homeless 2015,Sheltered ES Homeless 2015,Sheltered TH Homeless 2015,Sheltered SH Homeless 2015,Overall Homeless 2014,Overall Chronically Homeless 2014,Unsheltered Homeless 2014,Sheltered Total Homeless 2014,Sheltered ES Homeless 2014,Sheltered TH Homeless 2014,Sheltered SH Homeless 2014,Median Rent 2024,Median Rent 2023,Median Rent 2022,Median Rent 2021,Median Rent 2020,Median Rent 2019,Median Rent 2018,Median Rent 2017,Median Rent 2016,Median Rent 2015,Median Rent 2014,ttl_extreme_poverty 2024,ttl_poverty 2024,ttl_population 2024,ttl_extreme_poverty 2023,ttl_poverty 2023,ttl_population 2023,ttl_extreme_poverty 2022,ttl_poverty 2022,ttl_population 2022,ttl_extreme_poverty 2021,ttl_poverty 2021,ttl_population 2021,ttl_extreme_poverty 2020,ttl_poverty 2020,ttl_population 2020,ttl_extreme_poverty 2019,ttl_poverty 2019,ttl_population 2019,ttl_extreme_poverty 2018,ttl_poverty 2018,ttl_population 2018,ttl_extreme_poverty 2017,ttl_poverty 2017,ttl_population 2017,ttl_extreme_poverty 2016,ttl_poverty 2016,ttl_population 2016,ttl_extreme_poverty 2015,ttl_poverty 2015,ttl_population 2015,ttl_extreme_poverty 2014,ttl_poverty 2014,ttl_population 2014,Total_Housing_Units 2024,Vacant_Units 2024,Total_Housing_Units 2023,Vacant_Units 2023,Total_Housing_Units 2022,Vacant_Units 2022,Total_Housing_Units 2021,Vacant_Units 2021,Total_Housing_Units 2020,Vacant_Units 2020,Total_Housing_Units 2019,Vacant_Units 2019,Total_Housing_Units 2018,Vacant_Units 2018,Total_Housing_Units 2017,Vacant_Units 2017,Total_Housing_Units 2016,Vacant_Units 2016,Total_Housing_Units 2015,Vacant_Units 2015,Total_Housing_Units 2014,Vacant_Units 2014,CoC-Code,Total Funding 2013,Total Funding 2014,Total Funding 2015,Total Funding 2016,Total Funding 2017,Total Funding 2018,Total Funding 2019,Total Funding 2020,Total Funding 2021,Total Funding 2022,Total Funding 2023
Island County,WA,7505,2553,3459,4046,3134,912,0,6764.0,1988.0,3187.0,3577.0,2696.0,881.0,0.0,5854.0,1915.0,2284.0,3570.0,2729.0,841.0,0.0,3462.0,493.0,0.0,3462.0,2511.0,951.0,0.0,5668.0,1541.0,2592.0,3076.0,2139.0,937.0,0.0,5509.0,1414.0,2299.0,3210.0,2120.0,1090.0,0.0,5666.0,1493.0,2489.0,3177.0,1960.0,1217.0,0.0,5243.0,1031.0,1680.0,3563.0,1971.0,1592.0,0.0,5706.0,860.0,2599.0,3107.0,1565.0,1542.0,0.0,5489.0,975.0,2327.0,3162.0,1573.0,1589.0,0.0,5236.0,979.0,2129.0,3107.0,1511.0,1596.0,0.0,1662,1631,1517,1336,1260,1218,1138,1117,1085,1076,1076,3498.0,6502.0,84468.0,3113.0,5875.0,84156.0,2966.0,5725.0,83743.0,3195.0,6342.0,83041.0,3079.0,6172.0,81477.0,3053.0,6291.0,80217.0,3386.0,6810.0,79324.0,3481.0,7414.0,77820.0,3810.0,7362.0,77836.0,3553.0,7430.0,77101.0,19734.0,7539.0,76968.0,42744.0,6772.0,42398.0,6869.0,42098.0,6600.0,41783.0,6681.0,42270.0,6944.0,41902.0,7134.0,41556.0,7192.0,41287.0,7260.0,40711.0,7323.0,40594.0,7469.0,40458.0,7638.0,WA-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson County,MI,99,8,12,87,87,0,0,137.0,13.0,37.0,100.0,100.0,0.0,0.0,90.0,16.0,4.0,86.0,86.0,0.0,0.0,119.0,5.0,0.0,119.0,118.0,1.0,0.0,100.0,6.0,25.0,75.0,75.0,0.0,0.0,113.0,7.0,13.0,100.0,100.0,0.0,0.0,81.0,10.0,9.0,72.0,72.0,0.0,0.0,140.0,2.0,14.0,126.0,57.0,69.0,0.0,169.0,2.0,7.0,162.0,74.0,88.0,0.0,159.0,6.0,7.0,152.0,71.0,81.0,0.0,240.0,15.0,33.0,207.0,91.0,116.0,0.0,985,958,920,859,800,782,763,738,723,728,731,7698.0,17542.0,150606.0,7738.0,18352.0,150809.0,7566.0,18276.0,150865.0,6921.0,18099.0,151000.0,7362.0,18397.0,148501.0,7953.0,20509.0,148808.0,8700.0,20924.0,148782.0,9872.0,22614.0,148916.0,11368.0,25032.0,149525.0,11863.0,25464.0,149895.0,55038.0,26291.0,150584.0,69292.0,6752.0,69188.0,7154.0,69095.0,7036.0,68963.0,7130.0,69719.0,7503.0,69580.0,7775.0,69508.0,7812.0,69438.0,8020.0,69047.0,8244.0,69121.0,8530.0,69232.0,8747.0,MI-517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson County,MO,2181,383,876,1305,611,681,13,1986.0,283.0,791.0,1195.0,570.0,606.0,19.0,1783.0,354.0,831.0,952.0,425.0,511.0,16.0,1575.0,160.0,476.0,1099.0,579.0,508.0,12.0,1973.0,204.0,525.0,1448.0,904.0,544.0,0.0,1979.0,337.0,320.0,1659.0,1214.0,431.0,14.0,1798.0,416.0,324.0,1474.0,1026.0,435.0,13.0,1671.0,330.0,229.0,1442.0,896.0,539.0,7.0,1699.0,475.0,234.0,1465.0,839.0,612.0,14.0,1686.0,433.0,156.0,1530.0,949.0,572.0,9.0,2193.0,374.0,275.0,1918.0,966.0,941.0,11.0,1197,1151,1096,993,936,910,881,849,820,807,800,47666.0,100002.0,709791.0,46451.0,97685.0,706224.0,45453.0,97773.0,704419.0,41254.0,94238.0,702276.0,43235.0,93885.0,689353.0,45773.0,100359.0,684855.0,46960.0,103216.0,680802.0,49617.0,108026.0,677650.0,54177.0,115709.0,672363.0,56384.0,119678.0,669511.0,246853.0,116662.0,667349.0,336288.0,29490.0,333385.0,30659.0,330584.0,31676.0,327907.0,32889.0,325759.0,34227.0,323157.0,36556.0,320515.0,37862.0,318178.0,38004.0,315466.0,38609.0,314002.0,39517.0,313076.0,41111.0,MO-604a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson County,MS,299,5,154,145,75,70,0,255.0,8.0,130.0,125.0,51.0,74.0,0.0,200.0,6.0,131.0,69.0,49.0,20.0,0.0,211.0,2.0,144.0,67.0,31.0,36.0,0.0,254.0,3.0,186.0,68.0,36.0,32.0,0.0,296.0,19.0,191.0,105.0,62.0,43.0,0.0,346.0,49.0,221.0,125.0,67.0,58.0,0.0,264.0,19.0,193.0,71.0,37.0,34.0,0.0,320.0,38.0,207.0,113.0,49.0,64.0,0.0,412.0,54.0,263.0,149.0,116.0,33.0,0.0,426.0,61.0,232.0,194.0,157.0,37.0,0.0,1101,1087,1001,930,902,879,862,847,827,816,836,8380.0,19878.0,143668.0,8301.0,20160.0,142651.0,9866.0,22256.0,142083.0,10425.0,21504.0,141506.0,10061.0,21832.0,141230.0,10530.0,22794.0,140906.0,11712.0,22536.0,140694.0,10534.0,21344.0,139955.0,10472.0,21818.0,139550.0,9983.0,21400.0,139318.0,49791.0,21581.0,138693.0,63558.0,5911.0,62994.0,5967.0,62473.0,7100.0,62071.0,7888.0,62451.0,8573.0,62121.0,9698.0,62031.0,10602.0,61679.0,10685.0,61136.0,10771.0,60889.0,10647.0,60649.0,10261.0,MS-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson County,OR,1163,306,556,607,333,264,10,1143.0,243.0,556.0,587.0,301.0,281.0,5.0,1251.0,251.0,613.0,638.0,382.0,252.0,4.0,773.0,220.0,424.0,349.0,158.0,191.0,0.0,727.0,297.0,363.0,364.0,177.0,187.0,0.0,712.0,196.0,364.0,348.0,135.0,213.0,0.0,732.0,259.0,329.0,403.0,240.0,163.0,0.0,633.0,170.0,264.0,369.0,213.0,156.0,0.0,527.0,184.0,239.0,288.0,151.0,137.0,0.0,729.0,234.0,382.0,347.0,122.0,225.0,0.0,625.0,84.0,226.0,399.0,252.0,147.0,0.0,1358,1310,1208,1116,1057,993,954,931,895,886,885,12236.0,27159.0,219744.0,11939.0,27295.0,219557.0,12308.0,29130.0,219629.0,12322.0,29480.0,219181.0,12127.0,29652.0,216413.0,13499.0,33234.0,214204.0,13836.0,34519.0,212018.0,14425.0,35120.0,209705.0,15289.0,37595.0,208556.0,15930.0,39122.0,205905.0,84741.0,36325.0,204115.0,97991.0,5956.0,97083.0,6404.0,96286.0,6410.0,95599.0,6132.0,96318.0,6628.0,95431.0,7190.0,94525.0,7108.0,93704.0,7509.0,92223.0,8254.0,91782.0,8295.0,91308.0,8331.0,OR-502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James City County,VA,412,64,50,362,342,20,0,480.0,69.0,35.0,445.0,445.0,0.0,0.0,419.0,56.0,38.0,381.0,344.0,37.0,0.0,322.0,49.0,30.0,292.0,266.0,26.0,0.0,425.0,52.0,62.0,363.0,301.0,62.0,0.0,427.0,53.0,52.0,375.0,312.0,63.0,0.0,439.0,63.0,70.0,369.0,293.0,76.0,0.0,512.0,75.0,80.0,432.0,335.0,74.0,23.0,464.0,53.0,57.0,407.0,290.0,99.0,18.0,520.0,47.0,70.0,450.0,328.0,100.0,22.0,525.0,131.0,28.0,497.0,389.0,86.0,22.0,1552,1491,1435,1248,1243,1327,1248,1202,1214,1159,1159,2405.0,5473.0,80057.0,2235.0,5119.0,79184.0,2298.0,5675.0,77952.0,2045.0,5312.0,76891.0,1992.0,4953.0,75145.0,2869.0,5366.0,74001.0,2803.0,5695.0,73195.0,2317.0,5397.0,72089.0,2656.0,5595.0,70963.0,2798.0,5648.0,69811.0,12938.0,5835.0,68972.0,34726.0,2736.0,34400.0,3049.0,34104.0,3414.0,33771.0,4023.0,33699.0,4018.0,33284.0,4364.0,32838.0,4072.0,32357.0,3947.0,31835.0,3483.0,31392.0,3392.0,30943.0,3278.0,VA-505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jasper County,MO,292,43,129,163,98,65,0,255.0,54.0,61.0,194.0,116.0,78.0,0.0,231.0,31.0,36.0,195.0,123.0,72.0,0.0,210.0,27.0,35.0,175.0,96.0,79.0,0.0,313.0,56.0,70.0,243.0,173.0,70.0,0.0,237.0,32.0,49.0,188.0,122.0,66.0,0.0,275.0,32.0,55.0,220.0,155.0,65.0,0.0,270.0,45.0,41.0,229.0,165.0,64.0,0.0,297.0,19.0,59.0,238.0,128.0,110.0,0.0,258.0,45.0,20.0,238.0,108.0,130.0,0.0,315.0,35.0,34.0,281.0,120.0,161.0,0.0,973,904,878,815,770,776,773,748,721,710,684,8530.0,20689.0,121950.0,9877.0,22229.0,121114.0,9708.0,22265.0,120463.0,9557.0,21396.0,119807.0,9066.0,20965.0,118328.0,8681.0,20089.0,117475.0,7975.0,20315.0,116590.0,7612.0,20083.0,115766.0,8146.0,20393.0,114592.0,8059.0,19556.0,114224.0,48240.0,20309.0,113862.0,54480.0,4991.0,53749.0,5382.0,53018.0,5537.0,52403.0,5298.0,51786.0,5325.0,51322.0,5563.0,50872.0,5611.0,51995.0,5986.0,51373.0,5642.0,51108.0,5589.0,50900.0,5664.0,MO-602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,AL,911,228,395,516,436,70,10,847.0,256.0,382.0,465.0,363.0,93.0,9.0,943.0,267.0,342.0,601.0,398.0,177.0,26.0,875.0,230.0,319.0,556.0,349.0,180.0,27.0,848.0,150.0,247.0,601.0,381.0,192.0,28.0,981.0,101.0,326.0,655.0,444.0,182.0,29.0,901.0,119.0,219.0,682.0,431.0,219.0,32.0,1092.0,92.0,217.0,875.0,540.0,304.0,31.0,1228.0,92.0,196.0,1032.0,531.0,467.0,34.0,1153.0,241.0,237.0,916.0,448.0,448.0,20.0,1329.0,331.0,414.0,915.0,387.0,497.0,31.0,1193,1132,1086,986,934,900,878,847,820,810,811,49896.0,102090.0,650069.0,52366.0,106524.0,652226.0,49989.0,103894.0,654506.0,48140.0,104579.0,657834.0,45576.0,100865.0,643916.0,44711.0,103417.0,645406.0,46201.0,109707.0,645154.0,48461.0,113368.0,644957.0,52015.0,116750.0,644879.0,53304.0,121029.0,644639.0,243528.0,120510.0,644504.0,310789.0,40906.0,309542.0,40631.0,308428.0,42634.0,307607.0,43502.0,308825.0,45024.0,307874.0,46643.0,307372.0,46448.0,306110.0,44720.0,305262.0,43489.0,303755.0,42826.0,302599.0,43202.0,AL-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,AR,102,0,32,70,55,15,0,86.0,0.0,9.0,77.0,62.0,15.0,0.0,69.0,0.0,8.0,61.0,42.0,19.0,0.0,67.0,25.0,0.0,67.0,67.0,0.0,0.0,55.0,16.0,0.0,55.0,51.0,4.0,0.0,75.0,0.0,0.0,75.0,68.0,7.0,0.0,101.0,0.0,6.0,95.0,85.0,10.0,0.0,88.0,0.0,0.0,88.0,78.0,10.0,0.0,89.0,26.0,11.0,78.0,78.0,0.0,0.0,72.0,2.0,1.0,71.0,59.0,12.0,0.0,70.0,0.0,0.0,70.0,58.0,12.0,0.0,888,849,820,766,741,740,716,702,681,669,663,5201.0,10971.0,59129.0,6251.0,12300.0,59742.0,5495.0,11818.0,60595.0,5160.0,12082.0,62225.0,5687.0,12837.0,61785.0,6153.0,13960.0,62881.0,6364.0,14896.0,64243.0,6471.0,16140.0,65320.0,7142.0,16959.0,66502.0,7074.0,17205.0,67559.0,32445.0,16861.0,68776.0,30679.0,6662.0,30710.0,6376.0,30767.0,6489.0,30921.0,6505.0,33372.0,6742.0,33389.0,6588.0,33367.0,6390.0,33308.0,5931.0,33207.0,5547.0,33161.0,5042.0,33126.0,4638.0,AR-505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,CO,14281,3336,2919,11362,9878,1443,41,10054.0,2964.0,2763.0,7291.0,5774.0,1471.0,46.0,6884.0,2573.0,2078.0,4806.0,3464.0,1314.0,28.0,5530.0,1095.0,0.0,5530.0,4072.0,1426.0,32.0,6104.0,1867.0,1561.0,4543.0,2911.0,1582.0,50.0,5755.0,1158.0,946.0,4809.0,3096.0,1678.0,35.0,5317.0,1596.0,1308.0,4009.0,2574.0,1413.0,22.0,5506.0,1083.0,894.0,4612.0,2627.0,1960.0,25.0,5728.0,739.0,797.0,4931.0,2918.0,1967.0,46.0,5335.0,842.0,745.0,4590.0,2349.0,2217.0,24.0,6621.0,801.0,671.0,5950.0,2885.0,3042.0,23.0,1861,1792,1696,1555,1451,1376,1285,1205,1118,1052,1008,19376.0,38163.0,571202.0,19050.0,38319.0,571679.0,18651.0,38194.0,572241.0,19334.0,38940.0,571357.0,19018.0,38346.0,569502.0,19580.0,40118.0,565382.0,19202.0,41438.0,561206.0,19664.0,43339.0,555012.0,20389.0,44629.0,549606.0,21015.0,46423.0,543273.0,114038.0,47009.0,537249.0,253574.0,11839.0,251183.0,11152.0,248785.0,10413.0,246426.0,9927.0,237789.0,8782.0,240956.0,8672.0,238711.0,8558.0,236666.0,8861.0,233838.0,8518.0,232477.0,9585.0,231262.0,10448.0,CO-503,10078380.0,10899182.0,13775689.0,13830184.0,14288563.0,18102409.0,27901716.0,29363312.0,30064554.0,30714291.0,32836361.0
Jefferson County,KY,1728,549,595,1133,881,252,0,1605.0,506.0,581.0,1024.0,757.0,267.0,0.0,1080.0,309.0,243.0,837.0,594.0,243.0,0.0,1013.0,292.0,257.0,756.0,549.0,207.0,0.0,1102.0,269.0,141.0,961.0,722.0,239.0,0.0,1071.0,220.0,118.0,953.0,697.0,256.0,0.0,926.0,129.0,153.0,773.0,555.0,218.0,0.0,1034.0,123.0,151.0,883.0,524.0,359.0,0.0,1116.0,186.0,112.0,1004.0,573.0,431.0,0.0,1161.0,145.0,81.0,1080.0,661.0,419.0,0.0,1316.0,208.0,70.0,1246.0,723.0,512.0,11.0,1149,1097,1045,954,901,871,834,800,770,749,734,55361.0,109898.0,768974.0,53433.0,110819.0,762894.0,51013.0,107897.0,763818.0,48327.0,104960.0,764034.0,47386.0,103083.0,751526.0,48330.0,106938.0,750959.0,48843.0,110907.0,750506.0,49385.0,112275.0,748423.0,52136.0,119158.0,744185.0,52628.0,121683.0,740545.0,261044.0,123145.0,736068.0,359710.0,28156.0,357923.0,28531.0,356155.0,28944.0,354062.0,30769.0,347172.0,30761.0,345261.0,32582.0,343432.0,33114.0,341885.0,31997.0,341528.0,31173.0,340132.0,33217.0,339119.0,32608.0,KY-501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,MO,1911,616,875,1036,829,199,8,1792.0,599.0,690.0,1102.0,892.0,204.0,6.0,1571.0,378.0,520.0,1051.0,906.0,134.0,11.0,764.0,138.0,0.0,764.0,528.0,230.0,6.0,1569.0,260.0,652.0,917.0,753.0,156.0,8.0,1362.0,272.0,359.0,1003.0,797.0,198.0,8.0,1345.0,250.0,362.0,983.0,777.0,198.0,8.0,1244.0,245.0,292.0,952.0,720.0,224.0,8.0,1431.0,201.0,375.0,1056.0,758.0,291.0,7.0,1477.0,168.0,329.0,1148.0,819.0,321.0,8.0,1528.0,190.0,187.0,1341.0,853.0,480.0,8.0,979,972,957,889,871,855,848,824,794,,770,10327.0,20464.0,226700.0,9019.0,19263.0,225281.0,8581.0,18549.0,224204.0,9481.0,19450.0,223018.0,9063.0,20106.0,221712.0,9329.0,21195.0,221148.0,10074.0,22663.0,220557.0,10475.0,24077.0,219966.0,10703.0,24089.0,220011.0,11011.0,23937.0,219205.0,60416.0,24344.0,218351.0,93955.0,5646.0,93276.0,6251.0,92590.0,6135.0,92010.0,6273.0,91528.0,6550.0,90974.0,6530.0,90489.0,6096.0,89979.0,6235.0,88832.0,6524.0,88584.0,6594.0,88296.0,6792.0,MO-606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,NY,200,9,31,169,159,10,0,182.0,20.0,34.0,148.0,132.0,16.0,0.0,130.0,15.0,15.0,115.0,106.0,9.0,0.0,93.0,2.0,16.0,77.0,61.0,16.0,0.0,67.0,7.0,19.0,48.0,31.0,17.0,0.0,53.0,0.0,4.0,49.0,35.0,14.0,0.0,96.0,2.0,6.0,90.0,40.0,50.0,0.0,169.0,12.0,35.0,134.0,74.0,60.0,0.0,119.0,8.0,9.0,110.0,45.0,65.0,0.0,86.0,8.0,4.0,82.0,38.0,44.0,0.0,149.0,1.0,3.0,146.0,21.0,118.0,7.0,1213,1214,1143,1072,1018,987,979,966,943,947,941,7144.0,15052.0,109997.0,6831.0,14832.0,110709.0,6627.0,14310.0,111843.0,7141.0,14531.0,110671.0,7903.0,15012.0,104597.0,7300.0,14897.0,106273.0,7098.0,15365.0,107875.0,7192.0,16189.0,109663.0,7094.0,16236.0,111373.0,7428.0,16938.0,112484.0,41309.0,16917.0,112769.0,61862.0,14256.0,61721.0,15020.0,61573.0,15474.0,61339.0,15822.0,60119.0,17073.0,59969.0,17235.0,59801.0,16534.0,59547.0,16341.0,58728.0,15300.0,58536.0,14230.0,58308.0,13486.0,NY-522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,OH,4089,528,1270,2819,2386,433,0,3823.0,416.0,1232.0,2591.0,2091.0,500.0,0.0,4075.0,511.0,1306.0,2769.0,2239.0,530.0,0.0,2336.0,174.0,0.0,2336.0,1835.0,501.0,0.0,3577.0,192.0,986.0,2591.0,1913.0,668.0,10.0,3479.0,330.0,814.0,2665.0,1985.0,672.0,8.0,3133.0,196.0,633.0,2500.0,1754.0,736.0,10.0,3309.0,180.0,623.0,2686.0,1860.0,816.0,10.0,3032.0,182.0,445.0,2587.0,1635.0,942.0,10.0,3320.0,297.0,466.0,2854.0,1741.0,1103.0,10.0,3806.0,282.0,559.0,3247.0,2052.0,1185.0,10.0,835,792,760,694,665,675,650,622,612,594,594,5119.0,10234.0,62206.0,5413.0,10603.0,62623.0,5760.0,11465.0,63119.0,5210.0,10990.0,63377.0,5153.0,10725.0,63681.0,5454.0,11207.0,64077.0,5725.0,11647.0,64473.0,5539.0,11413.0,64873.0,5673.0,11208.0,65132.0,6097.0,11533.0,65557.0,26133.0,11564.0,66128.0,31025.0,3882.0,31118.0,3991.0,31246.0,4273.0,31336.0,4560.0,32448.0,4907.0,32510.0,5082.0,32528.0,5165.0,32601.0,5030.0,32458.0,4682.0,32604.0,4646.0,32661.0,4485.0,OH-507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,TX,10081,1751,6368,3713,2990,723,0,9065.0,1680.0,5178.0,3887.0,3067.0,820.0,0.0,7054.0,1141.0,3555.0,3499.0,2845.0,654.0,0.0,2562.0,214.0,0.0,2562.0,1923.0,639.0,0.0,9198.0,1178.0,5765.0,3433.0,2811.0,622.0,0.0,8072.0,597.0,4656.0,3416.0,2684.0,732.0,0.0,7638.0,644.0,4078.0,3560.0,2881.0,679.0,0.0,7153.0,879.0,3570.0,3583.0,2617.0,966.0,0.0,6048.0,853.0,2388.0,3660.0,2564.0,1096.0,0.0,7016.0,1428.0,2926.0,4090.0,2947.0,1143.0,0.0,9943.0,2434.0,5880.0,4063.0,2774.0,1289.0,0.0,1117,1079,1004,918,869,871,839,808,777,761,747,21138.0,46448.0,238359.0,21247.0,44758.0,238552.0,21486.0,43498.0,239089.0,22432.0,43719.0,240752.0,21783.0,42454.0,236284.0,20380.0,41948.0,237578.0,22797.0,43850.0,238628.0,22883.0,46222.0,238304.0,23059.0,47369.0,236737.0,21413.0,47095.0,236828.0,102224.0,50328.0,236221.0,109884.0,15077.0,109351.0,15705.0,108761.0,15568.0,108335.0,15584.0,108947.0,14935.0,108535.0,15547.0,108112.0,14110.0,107716.0,13696.0,107461.0,13364.0,106857.0,13362.0,106178.0,13407.0,TX-607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson County,WI,3201,513,341,2860,2281,579,0,2940.0,332.0,268.0,2672.0,2100.0,570.0,2.0,3049.0,432.0,195.0,2854.0,2283.0,565.0,6.0,2420.0,278.0,129.0,2291.0,1745.0,541.0,5.0,2708.0,376.0,125.0,2583.0,1997.0,580.0,6.0,2875.0,340.0,94.0,2781.0,1966.0,809.0,6.0,3147.0,285.0,127.0,3020.0,1990.0,1023.0,7.0,3348.0,232.0,137.0,3211.0,2023.0,1181.0,7.0,3445.0,187.0,132.0,3313.0,1939.0,1367.0,7.0,3597.0,238.0,207.0,3390.0,1920.0,1463.0,7.0,3569.0,246.0,123.0,3446.0,1924.0,1515.0,7.0,1035,1012,981,911,869,857,854,814,783,775,761,3625.0,6747.0,83170.0,3541.0,6734.0,82874.0,3481.0,6326.0,82905.0,3196.0,6015.0,81844.0,3332.0,6872.0,81837.0,3019.0,6800.0,81518.0,3068.0,7282.0,81373.0,3204.0,7977.0,81210.0,3249.0,8350.0,81124.0,3133.0,8597.0,80903.0,22599.0,9064.0,80804.0,36890.0,2017.0,36649.0,2194.0,36469.0,2367.0,36255.0,2394.0,36010.0,2661.0,35818.0,2853.0,35694.0,2828.0,35571.0,2832.0,35294.0,2928.0,35264.0,2851.0,35220.0,2953.0,WI-500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jefferson Parish,LA,1454,83,484,970,812,133,25,1390.0,71.0,553.0,837.0,668.0,144.0,25.0,1214.0,47.0,364.0,850.0,728.0,102.0,20.0,1042.0,32.0,482.0,560.0,397.0,148.0,15.0,1314.0,113.0,555.0,759.0,529.0,207.0,23.0,1179.0,146.0,430.0,749.0,546.0,172.0,31.0,1188.0,193.0,594.0,594.0,390.0,187.0,17.0,1301.0,404.0,525.0,776.0,556.0,202.0,18.0,1626.0,403.0,717.0,909.0,527.0,370.0,12.0,1703.0,423.0,789.0,914.0,457.0,447.0,10.0,1981.0,472.0,818.0,1163.0,593.0,555.0,15.0,1190,1162,1121,1026,986,972,961,936,916,900,908,31971.0,70927.0,427493.0,30538.0,69819.0,428843.0,29363.0,66951.0,432591.0,29317.0,69356.0,435830.0,28666.0,65360.0,431099.0,27898.0,66701.0,431013.0,29154.0,66696.0,431372.0,30517.0,70702.0,433301.0,29619.0,69402.0,431453.0,32216.0,72319.0,431581.0,154409.0,72648.0,431302.0,194418.0,17415.0,194109.0,17123.0,193740.0,17575.0,193255.0,18301.0,188576.0,18178.0,188511.0,19059.0,188539.0,19644.0,188528.0,19742.0,189170.0,19978.0,189163.0,21059.0,189158.0,21318.0,LA-503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
